names,awb,addresses,product_id
Ross Navor,14537281382,"ESI HOSPITAL ROAD 3302/L, 12th A Main Rd, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008",SKU_128
James Mulligan,81887627383,"70, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560025",SKU_87
James Posey,27364101552,"52, 3rd floor, Above Pantaloons, M G Road, Bengaluru, Karnataka 560001",SKU_109
William Johnson,76761569407,"#56, Above Star bucks, Church St, Bengaluru, Karnataka 560001",SKU_110
Ellen Rodriguez,80381765596,"14, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",SKU_134
William Carvin,82349669990,"Fifth Floor, 1 MG Mall, Old Madras Rd, Halasuru, Someshwarpura, Karnataka 560001",SKU_62
Virginia Olmstead,92614876113,"999, 9th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",SKU_103
Evan Linney,11325628714,"73, 27th Main Rd, Phase 3, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_93
Roland Haynes,57738542420,"56-D, Wipro Avenue, Opp. Wipro Gate no. 5, Electronics City Phase 1, Electronics City, Bengaluru, Karnataka 560100",SKU_45
Kanisha Isom,76554499484,"670, 13th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_116
Talia Gregory,56316101153,"m.p south, bus stop, Kodichikkanahalli,bombanhalli, Karnataka Kodichikkanahalli, b.b, next to Udupi grand Kodichikkanahalli, Bommanahalli, Bengaluru, Karnataka 560076",SKU_143
David Ardon,33693874045,"NO 254/185/26, Baswer Sannidhi 2nd Main Road Neeladri layout Doddathoguru Electronic City Phase I, Doddathoguru, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",SKU_24
James Poynter,56151441751,"Velankani Drive, 43, Munirama Reddy, Electronics City Phase 1, Bengaluru, Karnataka 560100",SKU_26
Loren Alvarez,90540784031,"GF, #780, 19th Main Rd, HSR Layout, Bengaluru, Karnataka 560102",SKU_82
Diana Hoffman,21815217796,"Neeladri Nagar, Electronics City Phase 1, Electronic City, Karnataka 560100",SKU_18
Harry Ickes,30074293130,"no .10 St no 306, Hulimangala Rd, near Sai baba temple, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",SKU_16
David Folk,98246564745,"2, Anantha Nagar Rd, Phase 1, Kammasandra, Electronic City, Bengaluru, Karnataka 560100",SKU_9
Lonnie Beal,84569874679,"#1086/A, Twin tulips 18th cross, 14th Main Rd, 3rd sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_79
Tad Nissen,17856594779,"17/N, 18th Cross Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",SKU_24
Russell Scales,32441065389,"417, 4th Floor, Rio Arcade, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_24
Anthony White,17672832482,"#1153, Ground Floor, Lakshmi Ganesh Building 24th Main, 22nd Cross, HSR Sector 2 Bangalore Karnataka 560102 IN, 24th Main Rd, Bengaluru, Karnataka 560102",SKU_18
Susie Benedix,16305920537,"WJG6+2M3, Tavarekere, Maruti Nagar, 1st Stage, BTM Layout, Bengaluru, Karnataka 560029",SKU_3
George Schaffer,83703025428,"13th, 1778, Cross, 19th Main Rd, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_22
Sarah Lee,15571889539,"WJ5J+CX4, Rajiv Gandhi Nagar, Sector 7, HSR Layout, Bengaluru, Karnataka 560068",SKU_143
Cindy Hale,11895246157,"Indian Oil Petrol bunk, #1552, 19th Main Rd, near Bengaluru, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_107
Elizabeth Roper,88946583998,"WJ7G+5R5, Muneswara Nagar, Sector 6, HSR Layout 5th Sector, Bengaluru, Karnataka 560068",SKU_28
Olene Lewis,72931553979,"2nd Cross Road, Muniswamy Layout, Phase 2, Electronic City, Bengaluru, Karnataka 560100",SKU_59
David Duffy,27125671739,"Parika Restaurant, No 1086/A, Twin Tulips, 18th Cross, 14th main Road, Sector 3 Near, HSR Layout, Bengaluru, Karnataka 560061",SKU_56
Valentine Montoro,73636310225,"WJ4V+QQX, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",SKU_139
Jeremy Mensik,32967470634,"Neeladri Rd, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100",SKU_65
Nicole White,14693752766,"1558, 19th Main Rd, near Indian Oil Petrol bunk, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_23
Connie Walker,80093588138,"#1131, 17th Cross Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",SKU_77
Raymond Moncrief,12301279540,"L/139, 15th Cross Road, 5th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_122
Vickie Wass,81844054621,"18th Cross Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102",SKU_61
Amy Kelley,11160649851,"No. 17, 17, 24th Main Rd, TMC Layout, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078",SKU_120
Donald Young,83475875490,"150, 9th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_121
James Tyler,49385851011,"2341, 17th Cross Rd, opposite Gayathri Basaveswara Temple, 2nd Sector, Vanganahalli, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_55
Joe Vanleer,45817961995,"VM22+CW2, Sri Lakshmi Narasimha Swamy Main Rd, near Godrej E-city apartment, Doddathoguru, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100",SKU_94
Lee Anderson,90069747334,"462, Outer Ring Rd, Opp. Fernhill Gardens Apartment, Teacher's Colony, Santhosapuram, Sector 6, HSR Layout, Bengaluru, Karnataka 560034",SKU_30
Jacqueline Marroquin,68964211050,"Bus Stand, Hosur Rd, Singasandra, Bengaluru, Karnataka 566068",SKU_65
John Kinney,33691543398,"73, 27th Main Rd, Phase 3, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_23
Norma Quinn,94172742122,"15, 15th A Cross Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR Layout, Bengaluru, Karnataka 560068",SKU_93
Roland Garcia,15694664375,"#1716 Opposite to BSR Mantrayala 27th Cross Road, 19th Main Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",SKU_54
Lillian Badilla,85152351887,"Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",SKU_60
Mary Lind,86533226896,"15th c main, 15th Cross Rd, 4th sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_133
Blanca Husseini,33769855108,"17/N, 18th Cross Rd, near Helloo Delhi, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",SKU_137
Patricia Patterson,58521547807,"1st Floor, NBK COMPLEX, 24th Main Rd, HSR layout Sector 2, Bengaluru, Karnataka 560102",SKU_121
Geneva Acosta,70024972735,"Shop No. 3, Sector 7, 17th Cross Road, 14th Main Road, HSR Layout, near BDA Complex, Bengaluru, Karnataka 560102",SKU_22
Emma Garnett,12422005437,"2324, 17th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560012",SKU_26
Rosalee Tanaka,19780277019,"710, Varthur Rd, Whitefield, Ramagondanahalli, Brookefield, Bengaluru, Karnataka 560066",SKU_138
Thad Keller,49634962618,"RMXC+6QW, Muniswamy Layout, Phase 2, Electronic City, Bengaluru, Karnataka 560100",SKU_143
Elsie Kachermeyer,21053280366,"79, 1st Main Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_7
Heather Southard,87176465574,"3rd and 4th floor, Sector 3 1085, 14th Main Road, 18th Cross Rd, HSR Layout, Bengaluru, Karnataka 560102",SKU_108
Pauline Barr,73811609889,"No:7, Neeladri Rd, next to HDFC Bank, Karuna Nagar, Electronics City Phase 1, Vittasandra, Bengaluru, Karnataka 560100",SKU_97
Sarah Oneal,33210791576,"AECS Layout - A Block, AECS Layout, Singasandra, Bengaluru, Karnataka 560068",SKU_9
Dorothy Vanwinkle,40618449121,"Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034",SKU_137
Jeffrey Hawkins,13425949428,"bengaluru, Hosur Rd, Konappana Agrahara, Bengaluru, Karnataka 560100",SKU_75
Susan Johnson,14973579739,"27th Main Road, HSR Layout, above More Supermarket, PWD Quarters, 1st Sector, H, Bengaluru, Karnataka 560102",SKU_46
Norma Fuentes,30802674614,"WJ4X+VMW, 24th Main Rd, Garden Layout, BDA Layout, HSR Layout, Bengaluru, Karnataka 560102",SKU_41
June Thomas,64608436491,"1554, Ground Floor, Sector - 1, 19th Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",SKU_13
Tony Santee,29940596891,"Indian Oil Petrol bunk, #1552, 19th Main Rd, near Bengaluru, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_2
Claudia Fondren,28613958507,"1035, 24th Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_144
Tennille Roberts,32591053867,"VMX3+PJP, Somasundarapalya Main Rd, ITI Layout, Sector 7, Reliable Tranquil Layout, Bengaluru, Karnataka 560068",SKU_60
Cecilia Hoyt,92372691440,"L-81, 15th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_145
Alice Bivins,75503591267,"Sri Upahara Veg, 153, 5th Main Rd, Rajiv Gandhi Nagar, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",SKU_89
Nona Parker,94830786060,"552, 2nd Main Rd, Teacher's Colony, Santhosapuram, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034",SKU_77
James Lowman,11986858381,"Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034",SKU_119
Buffy Caron,35980304613,"178, 31st Main Rd, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_130
Roger Kuntzman,94953781274,"9th Main Road, 219/2, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_135
Alejandra Giardina,46462422884,"Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",SKU_93
Alicia Hudson,72628743666,"WJ5V+86J, 18th Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",SKU_54
Frederick Jones,83191118813,"2, Devarachikkanahalli Main Rd, Hongasandra, Bengaluru, Karnataka 560068",SKU_37
Bruce Baker,55019677841,"2340, 17th Cross, 24th Main, Opp to Basaveswara Gayatri temple, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_80
Clara Wilkinson,66865897038,"No 20, Royal Placid, Phase 2, Haralur Main Rd, opp. to Dominos Pizza, Haralur, Karnataka 560102",SKU_2
Michael Rose,76754219803,"#2 19th Main, 27th Cross Rd, opp Nagarjuna Apt, 2nd Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_80
Cindy Wall,44077031938,"696-697, 12th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",SKU_40
Kyle Ensley,50908470341,"106/4, Ground Floor, Neeladri Nagar, Adjacent to Himagiri Towers, Electronic City, Bengaluru, Karnataka 560100",SKU_24
Michael Turbyfill,40226458373,"WJ4X+JGW, 25th B Cross Rd, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",SKU_16
Darren Williams,24351797569,"Plot No.1158, 5th Main, 20th Cross Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",SKU_56
Israel Mckenzie,78924757250,"Next to Smilee Green, 19th km Off Hosur Road, Goolimangala, village, Huskur Rd, Electronic City, Bengaluru, Karnataka 560099",SKU_45
Russell Crigger,45233244900,"#154, Bluemoon Log-Inn, 9th Main Rd, Sector 6th, HSR Layout, Bengaluru, Karnataka 560102",SKU_132
Toby Avallone,69481471855,"177, 9th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",SKU_121
Helen House,76438673512,"9th Main Road, 219/2, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",SKU_18
Brenda Waggoner,20710134552,"Star Pg, Shop no. 1, 4th Cross Road, Neeladari Nagar, Neeladri Nagar, Electronics City Phase 1, Shikaripalya, Electronic City, Bengaluru, Karnataka 560100",SKU_123
